customer_id,signup_date,region,contract_type,payment_method,internet_service,tenure_months,monthly_charges,total_charges,support_calls,churned,churn_reason
CUST-005748,2023-01-24,West,Month-to-month,Bank transfer,Fiber optic,5,67.14,335.7,1,0,
CUST-005749,2024-04-26,West,Month-to-month,Credit card,DSL,23,53.54,1231.42,1,0,
CUST-005750,2025-01-04,Midwest,Two year,Electronic check,DSL,9,46.87,421.83,1,0,
CUST-005751,2023-07-12,West,Month-to-month,Bank transfer,Fiber optic,46,57.18,2630.28,4,1,Frequent service outages
CUST-005752,2023-02-18,South,One year,Electronic check,DSL,6,54.94,329.64,0,0,
CUST-005753,2024-08-08,West,Month-to-month,Mailed check,No internet,2,70.33,140.66,3,0,
CUST-005754,2023-02-15,South,Month-to-month,Credit card,Fiber optic,20,57.48,1149.6,3,1,Poor customer service
CUST-005755,2023-11-29,West,Two year,Credit card,DSL,3,59.0,177.0,1,0,
CUST-005756,2023-02-05,South,One year,Bank transfer,DSL,29,70.0,2030.0,0,1,Price too high
CUST-005757,2024-05-23,South,Month-to-month,Electronic check,Fiber optic,2,96.99,193.98,1,0,
CUST-005758,2023-04-14,West,Two year,Bank transfer,Fiber optic,39,112.24,4377.36,0,0,
CUST-005759,2024-09-11,West,Two year,Bank transfer,Fiber optic,26,73.5,1911.0,1,0,
CUST-005760,2024-03-07,South,Month-to-month,Bank transfer,DSL,1,75.35,75.35,1,1,Competitor offered better deal
CUST-005761,2022-04-15,West,Two year,Bank transfer,DSL,7,66.11,462.77,2,0,
CUST-005762,2024-10-13,Midwest,Two year,Bank transfer,Fiber optic,12,81.78,981.36,1,0,
CUST-005763,2024-10-03,South,One year,Mailed check,Fiber optic,15,79.43,1191.45,2,0,
CUST-005764,2023-07-23,West,Month-to-month,Bank transfer,DSL,2,107.15,214.3,3,0,
CUST-005765,2024-03-10,Northeast,Month-to-month,Electronic check,Fiber optic,5,38.31,191.55,4,0,
CUST-005766,2023-07-19,West,Month-to-month,Bank transfer,Fiber optic,16,65.04,1040.64,1,0,
CUST-005767,2024-03-14,South,One year,Bank transfer,No internet,23,78.14,1797.22,2,0,
CUST-005768,2025-04-28,Midwest,Month-to-month,Mailed check,Fiber optic,24,69.52,1668.48,2,1,Moving / relocation
CUST-005769,2022-03-30,West,Month-to-month,Mailed check,DSL,5,51.91,259.55,1,0,
CUST-005770,2022-10-17,South,Month-to-month,Bank transfer,Fiber optic,3,46.26,138.78,0,0,
CUST-005771,2024-05-31,South,Month-to-month,Bank transfer,Fiber optic,24,90.74,2177.76,2,1,Moving / relocation
CUST-005772,2024-06-11,South,Month-to-month,Electronic check,Fiber optic,16,55.02,880.32,1,0,
CUST-005773,2024-10-20,Northeast,Month-to-month,Mailed check,No internet,30,39.98,1199.4,2,0,
CUST-005774,2024-03-22,South,Month-to-month,Electronic check,DSL,2,92.21,184.42,0,1,Moving / relocation
CUST-005775,2024-08-06,South,One year,Mailed check,Fiber optic,18,81.2,1461.6,1,1,Moving / relocation
CUST-005776,2023-11-03,West,Month-to-month,Bank transfer,DSL,11,67.55,743.05,1,0,
CUST-005777,2022-02-25,West,Month-to-month,Mailed check,DSL,13,52.32,680.16,2,1,Frequent service outages
CUST-005778,2025-08-11,South,Month-to-month,Mailed check,DSL,8,67.61,540.88,5,1,Price too high
CUST-005779,2023-06-12,West,One year,Electronic check,DSL,23,103.44,2379.12,1,0,
CUST-005780,2022-01-18,West,Month-to-month,Mailed check,DSL,10,41.82,418.2,0,0,
CUST-005781,2024-07-08,South,Month-to-month,Electronic check,Fiber optic,4,42.5,170.0,1,1,Frequent service outages
CUST-005782,2025-03-18,West,One year,Credit card,DSL,11,57.35,630.85,2,0,
CUST-005783,2023-04-03,South,Month-to-month,Bank transfer,DSL,23,69.51,1598.73,0,1,Frequent service outages
CUST-005784,2023-08-19,Midwest,Month-to-month,Bank transfer,DSL,44,59.81,2631.64,5,0,
CUST-005785,2025-10-30,South,Month-to-month,Electronic check,DSL,21,86.12,1808.52,2,1,Frequent service outages
CUST-005786,2025-04-19,South,Month-to-month,Credit card,DSL,5,99.33,496.65,0,1,Moving / relocation
CUST-005787,2025-01-15,South,One year,Bank transfer,DSL,34,76.65,2606.1,1,0,
CUST-005788,2023-10-23,Northeast,Two year,Mailed check,No internet,8,83.88,671.04,1,0,
CUST-005789,2022-07-13,Midwest,Month-to-month,Bank transfer,DSL,40,76.48,3059.2,2,1,Price too high
CUST-005790,2022-09-23,Midwest,Month-to-month,Mailed check,DSL,19,70.32,1336.08,1,0,
CUST-005791,2025-05-07,West,Two year,Credit card,DSL,38,46.34,1760.92,1,0,
CUST-005792,2024-04-05,Midwest,Two year,Electronic check,Fiber optic,7,50.45,353.15,0,0,
CUST-005793,2023-09-13,Northeast,One year,Credit card,DSL,23,45.5,1046.5,3,1,Competitor offered better deal
CUST-005794,2025-11-22,Midwest,One year,Credit card,DSL,29,66.85,1938.65,3,0,
CUST-005795,2022-09-19,Midwest,Month-to-month,Bank transfer,Fiber optic,9,75.51,679.59,2,1,Frequent service outages
CUST-005796,2022-06-07,Northeast,One year,Credit card,DSL,4,44.09,176.36,0,1,Poor customer service
CUST-005797,2023-04-17,Midwest,One year,Electronic check,Fiber optic,37,71.75,2654.75,2,0,
CUST-005798,2025-07-16,South,One year,Bank transfer,Fiber optic,45,52.98,2384.1,3,0,
CUST-005799,2025-06-24,West,One year,Mailed check,Fiber optic,41,49.79,2041.39,2,0,
CUST-005800,2024-06-29,South,Month-to-month,Mailed check,Fiber optic,15,57.39,860.85,0,0,
CUST-005801,2022-08-01,South,One year,Bank transfer,DSL,9,48.98,440.82,0,0,
CUST-005802,2025-04-16,South,Month-to-month,Bank transfer,DSL,18,85.13,1532.34,0,0,
CUST-005803,2025-06-15,South,One year,Bank transfer,Fiber optic,32,66.44,2126.08,1,0,
CUST-005804,2025-04-20,South,Month-to-month,Electronic check,Fiber optic,30,91.0,2730.0,2,0,
CUST-005805,2025-03-10,Midwest,One year,Mailed check,Fiber optic,23,60.83,1399.09,1,0,
CUST-005806,2022-06-29,Northeast,Month-to-month,Electronic check,DSL,11,61.57,677.27,1,0,
CUST-005807,2025-10-03,South,Two year,Bank transfer,DSL,19,127.67,2425.73,2,0,
CUST-005808,2023-08-04,Midwest,One year,Electronic check,DSL,32,41.7,1334.4,0,0,
CUST-005809,2025-03-15,Midwest,One year,Mailed check,Fiber optic,25,105.75,2643.75,2,0,
CUST-005810,2024-04-16,South,One year,Credit card,Fiber optic,28,119.04,3333.12,4,1,Price too high
CUST-005811,2023-06-11,South,One year,Credit card,No internet,17,89.57,1522.69,2,0,
CUST-005812,2025-04-09,Northeast,Month-to-month,Bank transfer,No internet,10,63.07,630.7,2,0,
CUST-005813,2023-03-27,Northeast,Month-to-month,Electronic check,DSL,19,110.68,2102.92,0,0,
CUST-005814,2023-03-15,West,Month-to-month,Bank transfer,Fiber optic,30,63.25,1897.5,2,0,
CUST-005815,2022-10-18,Midwest,One year,Bank transfer,Fiber optic,43,55.93,2404.99,1,0,
CUST-005816,2025-11-09,Northeast,One year,Electronic check,Fiber optic,5,61.91,309.55,0,0,
CUST-005817,2022-08-01,South,Month-to-month,Credit card,Fiber optic,1,58.41,58.41,1,1,Price too high
CUST-005818,2022-03-04,West,Two year,Mailed check,DSL,25,51.78,1294.5,1,0,
CUST-005819,2022-03-21,South,Two year,Mailed check,Fiber optic,8,100.0,800.0,1,0,
CUST-005820,2024-04-15,South,One year,Bank transfer,No internet,18,54.73,985.14,0,1,Competitor offered better deal
CUST-005821,2022-06-09,West,Month-to-month,Credit card,DSL,45,69.44,3124.8,1,0,
CUST-005822,2024-08-06,Northeast,One year,Credit card,No internet,48,44.17,2120.16,1,0,
CUST-005823,2023-04-17,South,Two year,Electronic check,No internet,8,70.8,566.4,2,0,
CUST-005824,2024-04-21,Midwest,Month-to-month,Bank transfer,Fiber optic,7,48.43,339.01,2,1,Competitor offered better deal
CUST-005825,2025-11-07,South,One year,Credit card,DSL,34,48.05,1633.7,0,0,
CUST-005826,2022-03-29,South,Month-to-month,Bank transfer,DSL,20,67.7,1354.0,0,0,
CUST-005827,2024-02-09,West,Month-to-month,Electronic check,Fiber optic,11,98.32,1081.52,3,0,
CUST-005828,2023-10-26,South,Month-to-month,Bank transfer,Fiber optic,42,80.72,3390.24,1,0,
CUST-005829,2022-01-24,South,Month-to-month,Credit card,Fiber optic,9,82.51,742.59,2,1,Poor customer service
CUST-005830,2022-10-09,South,Two year,Electronic check,Fiber optic,33,67.25,2219.25,0,0,
CUST-005831,2024-05-24,Northeast,One year,Bank transfer,DSL,24,62.97,1511.28,2,0,
CUST-005832,2024-03-05,South,Month-to-month,Bank transfer,Fiber optic,12,90.3,1083.6,2,0,
CUST-005833,2024-09-10,Northeast,Two year,Bank transfer,Fiber optic,35,58.54,2048.9,2,0,
CUST-005834,2023-06-19,South,Month-to-month,Electronic check,DSL,18,91.56,1648.08,0,1,Moving / relocation
CUST-005835,2022-03-16,Midwest,Month-to-month,Electronic check,DSL,19,104.12,1978.28,1,0,
CUST-005836,2025-04-21,Northeast,Month-to-month,Bank transfer,Fiber optic,3,53.56,160.68,2,0,
CUST-005837,2022-10-27,West,One year,Electronic check,DSL,40,56.14,2245.6,2,0,
CUST-005838,2022-04-04,Midwest,Month-to-month,Mailed check,No internet,3,58.87,176.61,1,0,
CUST-005839,2022-11-07,South,Month-to-month,Mailed check,Fiber optic,15,43.84,657.6,1,0,
CUST-005840,2023-09-16,South,Two year,Electronic check,DSL,21,60.33,1266.93,4,0,
CUST-005841,2023-01-01,South,Two year,Bank transfer,Fiber optic,28,106.32,2976.96,2,0,
CUST-005842,2025-06-08,Northeast,One year,Credit card,DSL,32,50.17,1605.44,3,0,
CUST-005843,2024-05-02,West,Two year,Mailed check,No internet,33,107.13,3535.29,0,0,
CUST-005844,2024-08-15,Midwest,Month-to-month,Electronic check,Fiber optic,1,61.03,61.03,1,1,Frequent service outages
CUST-005845,2022-03-27,Midwest,Two year,Electronic check,DSL,42,137.89,5791.38,1,0,
CUST-005846,2022-09-15,South,Month-to-month,Bank transfer,Fiber optic,12,56.36,676.32,1,0,
CUST-005847,2024-04-02,West,One year,Bank transfer,DSL,9,66.95,602.55,0,0,
CUST-005848,2025-03-26,West,Month-to-month,Credit card,DSL,28,52.39,1466.92,2,0,
CUST-005849,2025-08-11,West,Month-to-month,Bank transfer,Fiber optic,4,56.26,225.04,1,0,
CUST-005850,2023-05-06,Northeast,One year,Mailed check,No internet,5,107.58,537.9,1,0,
CUST-005851,2025-07-30,West,Month-to-month,Mailed check,DSL,4,81.6,326.4,1,1,Competitor offered better deal
CUST-005852,2024-02-02,Midwest,Month-to-month,Bank transfer,Fiber optic,10,97.44,974.4,0,1,Frequent service outages
CUST-005853,2024-11-04,Midwest,Month-to-month,Electronic check,DSL,14,46.02,644.28,0,0,
CUST-005854,2024-05-06,Midwest,Two year,Mailed check,Fiber optic,9,86.45,778.05,1,1,Poor customer service
CUST-005855,2025-12-03,Midwest,One year,Electronic check,No internet,30,51.37,1541.1,1,0,
CUST-005856,2022-06-22,South,Month-to-month,Bank transfer,Fiber optic,22,45.7,1005.4,0,1,Poor customer service
CUST-005857,2024-03-24,South,One year,Bank transfer,Fiber optic,11,75.67,832.37,2,0,
CUST-005858,2024-08-24,South,Month-to-month,Credit card,DSL,1,75.42,75.42,0,1,Moving / relocation
CUST-005859,2024-02-10,Northeast,Month-to-month,Electronic check,DSL,11,71.31,784.41,3,1,Frequent service outages
CUST-005860,2024-09-26,South,Two year,Credit card,DSL,34,88.2,2998.8,1,0,
CUST-005861,2022-01-05,South,Two year,Bank transfer,Fiber optic,38,92.72,3523.36,3,0,
CUST-005862,2024-07-15,Midwest,One year,Bank transfer,DSL,15,112.2,1683.0,4,0,
CUST-005863,2024-05-27,Midwest,Month-to-month,Bank transfer,Fiber optic,4,47.9,191.6,0,0,
CUST-005864,2024-09-15,Northeast,Month-to-month,Credit card,DSL,15,113.37,1700.55,0,0,
CUST-005865,2024-05-29,Midwest,Two year,Bank transfer,Fiber optic,38,128.04,4865.52,1,0,
CUST-005866,2022-12-18,South,Month-to-month,Electronic check,DSL,4,62.35,249.4,2,0,
CUST-005867,2025-05-28,Northeast,Two year,Mailed check,DSL,39,41.1,1602.9,0,0,
CUST-005868,2022-12-03,West,One year,Credit card,DSL,9,45.03,405.27,2,0,
CUST-005869,2025-01-25,South,Two year,Bank transfer,Fiber optic,13,60.47,786.11,3,0,
CUST-005870,2022-12-30,Northeast,One year,Credit card,DSL,30,133.56,4006.8,0,0,
CUST-005871,2024-10-18,Midwest,Two year,Credit card,DSL,3,70.49,211.47,1,0,
CUST-005872,2023-01-21,Northeast,Month-to-month,Mailed check,No internet,15,57.54,863.1,1,0,
CUST-005873,2025-05-11,West,One year,Credit card,Fiber optic,7,56.3,394.1,0,1,Frequent service outages
CUST-005874,2023-06-14,Midwest,Month-to-month,Mailed check,DSL,11,45.91,505.01,1,0,
CUST-005875,2023-08-27,West,One year,Electronic check,DSL,38,92.75,3524.5,0,0,
CUST-005876,2023-01-01,West,Month-to-month,Bank transfer,No internet,7,68.07,476.49,2,0,
CUST-005877,2023-04-21,Midwest,Month-to-month,Credit card,Fiber optic,3,137.27,411.81,1,0,
CUST-005878,2025-11-14,West,Month-to-month,Bank transfer,Fiber optic,11,85.71,942.81,1,0,
CUST-005879,2025-09-20,Midwest,Month-to-month,Electronic check,No internet,5,91.43,457.15,1,1,Poor customer service
CUST-005880,2022-05-03,Midwest,Two year,Bank transfer,Fiber optic,1,64.88,64.88,0,0,
CUST-005881,2024-06-24,West,Two year,Bank transfer,DSL,12,49.45,593.4,2,0,
CUST-005882,2025-05-24,South,One year,Bank transfer,Fiber optic,9,53.01,477.09,0,1,Frequent service outages
CUST-005883,2024-05-02,South,One year,Mailed check,No internet,35,45.23,1583.05,3,1,Frequent service outages
CUST-005884,2023-06-06,Midwest,Month-to-month,Mailed check,DSL,17,93.82,1594.94,3,1,Poor customer service
CUST-005885,2025-03-12,South,Month-to-month,Bank transfer,Fiber optic,4,61.98,247.92,1,0,
CUST-005886,2024-06-06,West,One year,Electronic check,DSL,34,95.09,3233.06,1,0,
CUST-005887,2022-10-10,Northeast,One year,Credit card,Fiber optic,11,73.22,805.42,1,0,
CUST-005888,2023-04-08,West,Two year,Electronic check,Fiber optic,13,63.83,829.79,1,0,
CUST-005889,2022-04-11,West,Month-to-month,Bank transfer,DSL,25,48.22,1205.5,3,0,
CUST-005890,2025-08-10,Midwest,Month-to-month,Credit card,Fiber optic,21,77.21,1621.41,2,1,Price too high
CUST-005891,2022-10-01,South,Month-to-month,Bank transfer,Fiber optic,7,65.37,457.59,1,0,
CUST-005892,2022-04-07,Northeast,One year,Credit card,DSL,13,93.57,1216.41,3,0,
CUST-005893,2025-09-15,West,Month-to-month,Electronic check,Fiber optic,10,55.76,557.6,4,1,Frequent service outages
CUST-005894,2023-01-22,West,Month-to-month,Mailed check,No internet,24,85.38,2049.12,3,0,
CUST-005895,2024-07-24,Northeast,Month-to-month,Bank transfer,DSL,1,118.52,118.52,1,0,
CUST-005896,2025-11-05,Midwest,Month-to-month,Credit card,No internet,20,76.49,1529.8,0,0,
CUST-005897,2022-06-26,South,Month-to-month,Bank transfer,DSL,2,90.13,180.26,2,0,
CUST-005898,2023-06-07,South,Two year,Electronic check,No internet,14,84.18,1178.52,4,0,
CUST-005899,2022-11-03,Northeast,Month-to-month,Electronic check,Fiber optic,22,128.69,2831.18,0,0,
CUST-005900,2023-01-03,South,One year,Credit card,DSL,44,78.96,3474.24,0,0,
CUST-005901,2025-07-29,South,One year,Bank transfer,No internet,47,87.71,4122.37,3,0,
CUST-005902,2023-03-10,South,One year,Electronic check,DSL,12,69.3,831.6,2,0,
CUST-005903,2022-12-06,Midwest,One year,Bank transfer,No internet,7,54.72,383.04,2,0,
CUST-005904,2022-06-17,Midwest,One year,Electronic check,No internet,30,47.63,1428.9,0,1,Moving / relocation
CUST-005905,2025-01-08,Midwest,One year,Electronic check,Fiber optic,14,105.15,1472.1,2,1,Price too high
CUST-005906,2023-05-12,West,Two year,Credit card,DSL,11,50.77,558.47,1,1,Moving / relocation
CUST-005907,2022-04-08,Northeast,Month-to-month,Bank transfer,Fiber optic,2,89.0,178.0,0,1,Poor customer service
CUST-005908,2023-04-11,South,Month-to-month,Electronic check,No internet,3,80.09,240.27,2,1,Poor customer service
CUST-005909,2025-06-28,Northeast,One year,Credit card,No internet,29,94.04,2727.16,2,0,
CUST-005910,2023-02-12,Northeast,One year,Credit card,DSL,38,59.46,2259.48,1,0,
CUST-005911,2025-04-02,South,Month-to-month,Credit card,Fiber optic,15,54.43,816.45,3,1,Price too high
CUST-005912,2022-04-29,Northeast,Two year,Bank transfer,Fiber optic,25,79.13,1978.25,3,0,
CUST-005913,2023-05-05,South,One year,Credit card,Fiber optic,19,63.84,1212.96,0,0,
CUST-005914,2024-05-18,South,Two year,Electronic check,DSL,12,47.28,567.36,0,0,
CUST-005915,2022-01-11,West,Two year,Credit card,No internet,21,130.36,2737.56,0,0,
CUST-005916,2024-09-30,South,Month-to-month,Mailed check,Fiber optic,1,54.42,54.42,1,1,Poor customer service
CUST-005917,2025-12-28,Northeast,Two year,Electronic check,DSL,21,51.01,1071.21,2,0,
CUST-005918,2024-10-23,South,Month-to-month,Electronic check,DSL,6,64.88,389.28,2,0,
CUST-005919,2025-04-04,Northeast,Month-to-month,Electronic check,DSL,16,104.68,1674.88,1,0,
CUST-005920,2022-08-24,South,Two year,Credit card,Fiber optic,46,35.05,1612.3,1,1,Moving / relocation
CUST-005921,2023-12-28,South,Two year,Credit card,Fiber optic,11,101.94,1121.34,3,0,
CUST-005922,2024-08-03,South,One year,Electronic check,Fiber optic,7,52.37,366.59,0,1,Competitor offered better deal
CUST-005923,2023-10-17,West,One year,Credit card,Fiber optic,14,76.3,1068.2,0,0,
CUST-005924,2025-07-23,Midwest,Month-to-month,Credit card,Fiber optic,13,56.47,734.11,1,0,
CUST-005925,2025-02-05,West,Two year,Electronic check,DSL,14,132.61,1856.54,1,0,
CUST-005926,2025-11-29,West,Month-to-month,Bank transfer,DSL,8,72.96,583.68,1,0,
CUST-005927,2024-12-02,Midwest,Two year,Electronic check,Fiber optic,43,55.89,2403.27,1,0,
CUST-005928,2025-07-30,Midwest,Two year,Electronic check,DSL,35,63.67,2228.45,2,0,
CUST-005929,2025-02-16,Northeast,One year,Bank transfer,DSL,9,72.15,649.35,1,0,
CUST-005930,2022-07-20,West,Month-to-month,Credit card,Fiber optic,8,74.21,593.68,3,0,
CUST-005931,2025-07-02,South,One year,Electronic check,Fiber optic,7,80.67,564.69,3,1,Poor customer service
CUST-005932,2025-10-25,Northeast,One year,Mailed check,Fiber optic,40,70.07,2802.8,1,0,
CUST-005933,2024-08-04,Northeast,One year,Bank transfer,Fiber optic,25,45.12,1128.0,0,0,
CUST-005934,2023-04-19,West,Month-to-month,Bank transfer,DSL,24,62.87,1508.88,4,0,
CUST-005935,2023-09-07,Northeast,Two year,Credit card,Fiber optic,28,85.13,2383.64,4,1,Frequent service outages
CUST-005936,2022-02-13,West,Month-to-month,Bank transfer,Fiber optic,21,56.58,1188.18,0,0,
CUST-005937,2022-01-13,Midwest,Month-to-month,Credit card,Fiber optic,12,86.95,1043.4,0,0,
CUST-005938,2023-06-17,South,One year,Bank transfer,Fiber optic,5,70.82,354.1,1,0,
CUST-005939,2023-04-11,Northeast,One year,Electronic check,DSL,19,65.39,1242.41,3,0,
CUST-005940,2023-03-25,Midwest,One year,Bank transfer,DSL,3,102.73,308.19,0,0,
CUST-005941,2022-11-24,South,One year,Mailed check,DSL,19,40.2,763.8,4,1,Competitor offered better deal
CUST-005942,2024-09-14,West,Month-to-month,Bank transfer,DSL,31,56.48,1750.88,1,0,
CUST-005943,2023-07-12,South,One year,Electronic check,Fiber optic,11,104.0,1144.0,1,1,Competitor offered better deal
CUST-005944,2025-12-08,Midwest,Month-to-month,Electronic check,Fiber optic,8,125.92,1007.36,2,0,
CUST-005945,2025-08-04,South,Two year,Credit card,DSL,19,145.7,2768.3,2,0,
CUST-005946,2024-11-28,Northeast,Month-to-month,Credit card,DSL,10,71.24,712.4,1,1,Moving / relocation
CUST-005947,2025-05-01,South,Two year,Bank transfer,DSL,19,81.17,1542.23,1,1,Competitor offered better deal
CUST-005948,2024-09-17,Midwest,Month-to-month,Credit card,DSL,1,91.07,91.07,2,1,Frequent service outages
CUST-005949,2022-11-11,West,Two year,Credit card,DSL,12,105.43,1265.16,2,0,
CUST-005950,2022-09-05,West,Month-to-month,Electronic check,DSL,37,77.49,2867.13,3,1,Competitor offered better deal
CUST-005951,2024-01-06,South,Two year,Bank transfer,DSL,29,94.29,2734.41,1,0,
CUST-005952,2024-11-17,Midwest,Month-to-month,Electronic check,No internet,44,81.22,3573.68,0,0,
CUST-005953,2024-02-21,West,Two year,Credit card,Fiber optic,14,82.86,1160.04,1,0,
CUST-005954,2023-02-02,Midwest,One year,Electronic check,Fiber optic,41,52.25,2142.25,1,1,Frequent service outages
CUST-005955,2022-04-14,Midwest,One year,Credit card,DSL,25,63.1,1577.5,1,1,Competitor offered better deal
CUST-005956,2023-02-12,Northeast,Two year,Electronic check,Fiber optic,47,59.31,2787.57,1,0,
CUST-005957,2025-07-28,West,One year,Bank transfer,Fiber optic,16,47.92,766.72,2,0,
CUST-005958,2023-09-25,Northeast,Two year,Credit card,DSL,44,41.33,1818.52,0,0,
CUST-005959,2025-08-21,West,One year,Electronic check,DSL,19,61.22,1163.18,4,0,
CUST-005960,2025-07-29,South,Month-to-month,Credit card,DSL,22,64.43,1417.46,1,0,
CUST-005961,2022-07-31,West,One year,Electronic check,Fiber optic,13,72.5,942.5,0,0,
CUST-005962,2022-11-14,South,Month-to-month,Bank transfer,Fiber optic,20,83.75,1675.0,3,1,Price too high
CUST-005963,2024-02-23,Midwest,One year,Bank transfer,DSL,8,74.46,595.68,1,0,
CUST-005964,2025-07-27,South,Month-to-month,Electronic check,Fiber optic,21,64.57,1355.97,1,1,Moving / relocation
CUST-005965,2023-01-15,West,Month-to-month,Bank transfer,Fiber optic,22,52.31,1150.82,2,1,Price too high
CUST-005966,2023-12-27,South,Two year,Bank transfer,DSL,8,92.82,742.56,3,0,
CUST-005967,2023-08-19,Midwest,Two year,Bank transfer,No internet,20,67.86,1357.2,1,0,
CUST-005968,2022-04-11,South,Two year,Bank transfer,Fiber optic,44,61.02,2684.88,2,0,
CUST-005969,2024-02-25,Northeast,One year,Mailed check,Fiber optic,14,66.04,924.56,1,0,
CUST-005970,2024-09-11,South,Month-to-month,Electronic check,Fiber optic,5,55.45,277.25,0,0,
CUST-005971,2024-07-25,South,One year,Electronic check,Fiber optic,37,59.16,2188.92,1,0,
CUST-005972,2024-09-07,Midwest,Month-to-month,Credit card,DSL,10,58.56,585.6,0,0,
CUST-005973,2025-03-18,Midwest,Two year,Mailed check,Fiber optic,36,63.95,2302.2,1,0,
CUST-005974,2025-11-12,West,Month-to-month,Electronic check,Fiber optic,5,86.47,432.35,0,1,Competitor offered better deal
CUST-005975,2025-10-30,Midwest,Two year,Electronic check,No internet,32,79.86,2555.52,1,0,
CUST-005976,2023-04-13,South,Month-to-month,Credit card,Fiber optic,40,115.0,4600.0,2,0,
CUST-005977,2022-07-17,South,Month-to-month,Bank transfer,DSL,41,103.31,4235.71,2,1,Competitor offered better deal
CUST-005978,2022-05-25,South,Two year,Electronic check,No internet,12,131.11,1573.32,3,0,
CUST-005979,2025-02-15,Northeast,Month-to-month,Credit card,DSL,15,83.84,1257.6,1,1,Poor customer service
CUST-005980,2023-10-11,South,Month-to-month,Credit card,Fiber optic,42,83.41,3503.22,0,1,Price too high
CUST-005981,2023-12-23,West,One year,Credit card,Fiber optic,9,59.98,539.82,3,1,Frequent service outages
CUST-005982,2023-02-16,South,Two year,Bank transfer,No internet,27,91.32,2465.64,0,0,
CUST-005983,2023-01-13,South,One year,Mailed check,No internet,40,56.83,2273.2,1,0,
CUST-005984,2024-03-10,Northeast,One year,Electronic check,Fiber optic,46,43.79,2014.34,1,1,Price too high
CUST-005985,2023-01-01,South,Month-to-month,Mailed check,DSL,11,114.25,1256.75,1,0,
CUST-005986,2024-04-10,South,Month-to-month,Bank transfer,Fiber optic,5,47.01,235.05,2,0,
CUST-005987,2025-01-08,West,Month-to-month,Electronic check,Fiber optic,17,80.68,1371.56,0,0,
CUST-005988,2023-05-16,West,One year,Bank transfer,No internet,40,52.89,2115.6,0,1,Moving / relocation
CUST-005989,2024-04-10,Midwest,One year,Bank transfer,Fiber optic,26,100.54,2614.04,3,1,Frequent service outages
CUST-005990,2025-10-24,South,Two year,Bank transfer,Fiber optic,3,105.02,315.06,2,1,Moving / relocation
CUST-005991,2025-01-29,South,Month-to-month,Electronic check,DSL,4,83.04,332.16,0,0,
CUST-005992,2022-09-11,Midwest,One year,Credit card,No internet,17,104.46,1775.82,4,0,
CUST-005993,2023-04-12,Midwest,One year,Bank transfer,DSL,17,70.27,1194.59,1,0,
CUST-005994,2022-11-14,South,Month-to-month,Bank transfer,DSL,7,143.3,1003.1,1,1,Price too high
CUST-005995,2024-02-15,South,Month-to-month,Credit card,DSL,10,89.01,890.1,3,0,
CUST-005996,2023-07-17,South,One year,Electronic check,DSL,16,52.55,840.8,1,0,
CUST-005997,2023-02-14,Midwest,Month-to-month,Credit card,No internet,10,71.68,716.8,0,0,
CUST-005998,2024-02-27,South,Month-to-month,Credit card,DSL,12,66.77,801.24,0,0,
CUST-005999,2024-03-30,Northeast,One year,Credit card,DSL,32,64.71,2070.72,4,0,
CUST-006000,2024-02-23,South,Month-to-month,Mailed check,No internet,8,41.25,330.0,2,0,
CUST-006001,2023-08-28,Midwest,One year,Electronic check,Fiber optic,45,79.34,3570.3,1,0,
CUST-006002,2024-10-28,Midwest,One year,Electronic check,Fiber optic,27,45.0,1215.0,3,1,Moving / relocation
CUST-006003,2022-12-09,Midwest,One year,Credit card,No internet,2,31.25,62.5,1,0,
CUST-006004,2022-05-07,Northeast,One year,Electronic check,No internet,43,62.8,2700.4,0,0,
CUST-006005,2022-03-29,South,Two year,Mailed check,Fiber optic,34,55.04,1871.36,3,1,Price too high
CUST-006006,2025-10-11,South,Month-to-month,Credit card,DSL,14,53.21,744.94,4,1,Poor customer service
CUST-006007,2023-02-02,Northeast,Two year,Mailed check,DSL,20,25.97,519.4,1,0,
CUST-006008,2022-03-22,Midwest,Month-to-month,Electronic check,DSL,2,53.4,106.8,1,1,Poor customer service
CUST-006009,2022-07-13,West,Month-to-month,Credit card,Fiber optic,6,66.32,397.92,2,1,Moving / relocation
CUST-006010,2024-07-19,South,One year,Electronic check,Fiber optic,7,57.23,400.61,1,0,
CUST-006011,2023-03-30,Midwest,Month-to-month,Bank transfer,Fiber optic,1,79.36,79.36,2,1,Frequent service outages
CUST-006012,2024-02-07,South,One year,Electronic check,Fiber optic,34,109.47,3721.98,0,1,Poor customer service
CUST-006013,2025-01-23,Midwest,Month-to-month,Bank transfer,Fiber optic,20,82.7,1654.0,1,1,Frequent service outages
CUST-006014,2022-12-29,Northeast,Two year,Electronic check,DSL,27,97.36,2628.72,1,0,
CUST-006015,2022-10-17,West,Two year,Credit card,Fiber optic,11,99.98,1099.78,2,0,
CUST-006016,2023-07-06,West,One year,Mailed check,Fiber optic,8,50.6,404.8,4,1,Price too high
CUST-006017,2023-09-22,South,Two year,Mailed check,DSL,20,80.68,1613.6,4,1,Competitor offered better deal
CUST-006018,2023-12-19,Midwest,Month-to-month,Credit card,Fiber optic,6,96.39,578.34,0,0,
CUST-006019,2025-06-23,South,One year,Credit card,No internet,8,60.98,487.84,0,0,
